county	ratio
55129	0.9826
13107	0.9825
31111	0.9825
39001	0.9825
13187	0.9824
22111	0.9824
29081	0.9824
37005	0.9824
5121	0.9823
17077	0.9823
51037	0.9823
19103	0.9822
24009	0.9822
1115	0.9821
38001	0.9821
17093	0.9820
32021	0.9820
19075	0.9819
20009	0.9819
26105	0.9819
41061	0.9819
46033	0.9819
47173	0.9819
5099	0.9817
17025	0.9817
21039	0.9817
46083	0.9817
17023	0.9816
24015	0.9816
47021	0.9816
55035	0.9816
13147	0.9815
27091	0.9814
37069	0.9814
39069	0.9814
48393	0.9814
12107	0.9813
21015	0.9813
33015	0.9813
40087	0.9813
41067	0.9813
47153	0.9813
20205	0.9812
33019	0.9812
39143	0.9812
51043	0.9812
37197	0.9811
39103	0.9811
21233	0.9810
26121	0.9810
29059	0.9810
36015	0.9810
50021	0.9810
41043	0.9809
42041	0.9809
9005	0.9808
13229	0.9808
37073	0.9808
18093	0.9807
27053	0.9807
39063	0.9807
51033	0.9807
19007	0.9806
26111	0.9806
42079	0.9806
53015	0.9806
6081	0.9805
54043	0.9805
48091	0.9804
5071	0.9803
22085	0.9803
30049	0.9803
41017	0.9803
27169	0.9802
40069	0.9802
5025	0.9801
42121	0.9801
8077	0.9800
21127	0.9800
31107	0.9800
6111	0.9799
21229	0.9799
40037	0.9799
6007	0.9798
21117	0.9798
27133	0.9798
46041	0.9798
16055	0.9797
19027	0.9797
28093	0.9797
29085	0.9797
54049	0.9797
48339	0.9796
17195	0.9795
28057	0.9795
47171	0.9795
48007	0.9795
53057	0.9795
29003	0.9794
37185	0.9794
6087	0.9793
13125	0.9793
19017	0.9793
51139	0.9793
39145	0.9792
48187	0.9792
48241	0.9792
19073	0.9791
21103	0.9791
41051	0.9791
48049	0.9791
51163	0.9789
37085	0.9788
51109	0.9788
18069	0.9787
41007	0.9787
21193	0.9786
31173	0.9786
37027	0.9786
40149	0.9786
17067	0.9785
21141	0.9785
24003	0.9785
55029	0.9785
18127	0.9784
24013	0.9784
26029	0.9784
35045	0.9784
47139	0.9784
48391	0.9784
55059	0.9784
5039	0.9783
39077	0.9783
15001	0.9782
42085	0.9782
23003	0.9781
31061	0.9781
51071	0.9780
51061	0.9779
13195	0.9778
27165	0.9777
48035	0.9777
22117	0.9776
23017	0.9776
1043	0.9775
4013	0.9775
13157	0.9775
40145	0.9775
42049	0.9775
42133	0.9775
53011	0.9775
26139	0.9774
33003	0.9774
12085	0.9773
48141	0.9773
54059	0.9772
29121	0.9771
39105	0.9771
20031	0.9770
21169	0.9770
21011	0.9769
39131	0.9769
27163	0.9768
17053	0.9767
48355	0.9767
13161	0.9766
18039	0.9766
20173	0.9766
26047	0.9766
18161	0.9765
31077	0.9765
39053	0.9765
26007	0.9764
48029	0.9764
53073	0.9764
17123	0.9762
19161	0.9762
37121	0.9762
12033	0.9760
12097	0.9760
17117	0.9760
48291	0.9760
48385	0.9760
54009	0.9760
54109	0.9760
5069	0.9759
18013	0.9759
33001	0.9759
21123	0.9758
28009	0.9758
40091	0.9758
41011	0.9758
46017	0.9758
48397	0.9758
48425	0.9758
13071	0.9757
21179	0.9757
48139	0.9757
53009	0.9757
21065	0.9756
28017	0.9756
29165	0.9756
33009	0.9756
36083	0.9756
37159	0.9755
40049	0.9755
15007	0.9754
13085	0.9753
20097	0.9753
22015	0.9753
26115	0.9753
36091	0.9753
39027	0.9753
19067	0.9752
44005	0.9752
5049	0.9751
24023	0.9751
47147	0.9751
48331	0.9751
23027	0.9750
29199	0.9750
17191	0.9748
20013	0.9748
22023	0.9748
34023	0.9748
48051	0.9748
5033	0.9747
17187	0.9747
18179	0.9747
36053	0.9747
4001	0.9746
5053	0.9746
27037	0.9746
39025	0.9745
17159	0.9744
18041	0.9744
20021	0.9744
21119	0.9744
33013	0.9744
40041	0.9744
20025	0.9743
13015	0.9742
1019	0.9741
19061	0.9741
19189	0.9741
6059	0.9739
13129	0.9739
17125	0.9738
21181	0.9737
31161	0.9737
46013	0.9737
48113	0.9737
12019	0.9736
31133	0.9736
39157	0.9736
40135	0.9736
16069	0.9735
26081	0.9735
31055	0.9735
39161	0.9735
8083	0.9734
13019	0.9734
18081	0.9734
41005	0.9734
8101	0.9733
36057	0.9733
47105	0.9733
19181	0.9732
19153	0.9731
34019	0.9731
37093	0.9731
37151	0.9731
51007	0.9731
51191	0.9731
22101	0.9729
25027	0.9729
40111	0.9729
17091	0.9728
46065	0.9728
47003	0.9728
47099	0.9728
1095	0.9727
21189	0.9727
36013	0.9727
39173	0.9727
54079	0.9727
54045	0.9726
25007	0.9725
30047	0.9725
48405	0.9725
48491	0.9724
6037	0.9723
48257	0.9723
54087	0.9723
19113	0.9722
19155	0.9722
48459	0.9722
21079	0.9721
4005	0.9720
16083	0.9719
37115	0.9718
55105	0.9718
5009	0.9717
19049	0.9717
26037	0.9717
5055	0.9716
20011	0.9715
47047	0.9715
17161	0.9714
24021	0.9714
12021	0.9713
13213	0.9713
42021	0.9713
46007	0.9713
19091	0.9711
26089	0.9711
47167	0.9711
48303	0.9711
20079	0.9710
30073	0.9710
36007	0.9710
18059	0.9709
39109	0.9709
41019	0.9709
47089	0.9709
48149	0.9709
17001	0.9708
19183	0.9708
37179	0.9708
40103	0.9708
6001	0.9707
21043	0.9707
31103	0.9707
54067	0.9707
46067	0.9705
47083	0.9704
55141	0.9704
19013	0.9703
22005	0.9703
48085	0.9703
1045	0.9702
51143	0.9702
29105	0.9701
39071	0.9701
42029	0.9701
1009	0.9700
17055	0.9700
22107	0.9700
13029	0.9699
21209	0.9699
22109	0.9699
38027	0.9699
48223	0.9699
17075	0.9698
29167	0.9698
46107	0.9698
1093	0.9697
4019	0.9697
36103	0.9697
39057	0.9697
42011	0.9697
51073	0.9697
1029	0.9696
20001	0.9696
22121	0.9696
5091	0.9695
13057	0.9695
20167	0.9695
20189	0.9695
30111	0.9695
48231	0.9695
34005	0.9693
37097	0.9693
5029	0.9692
40089	0.9692
29083	0.9691
51610	0.9691
54033	0.9691
8085	0.9689
35017	0.9689
42095	0.9689
48479	0.9689
51177	0.9689
1133	0.9688
42001	0.9688
51019	0.9688
55089	0.9688
1103	0.9687
40033	0.9687
47189	0.9687
39047	0.9686
55133	0.9686
17179	0.9685
18139	0.9685
22063	0.9685
30003	0.9685
37099	0.9685
37199	0.9685
29149	0.9684
42125	0.9684
47127	0.9684
21099	0.9683
21235	0.9683
39093	0.9683
39167	0.9683
51840	0.9682
31117	0.9681
55039	0.9681
5135	0.9680
34027	0.9680
47073	0.9680
51067	0.9680
28109	0.9679
47067	0.9679
13295	0.9678
37163	0.9678
1031	0.9677
42055	0.9677
42075	0.9677
13007	0.9676
21207	0.9676
48129	0.9676
48175	0.9676
48199	0.9675
48395	0.9675
17165	0.9674
26153	0.9674
47049	0.9674
48121	0.9673
45073	0.9672
48487	0.9672
18135	0.9671
19041	0.9671
29209	0.9671
47059	0.9671
17171	0.9670
51600	0.9670
17043	0.9669
20113	0.9669
21149	0.9669
51157	0.9669
28063	0.9668
29223	0.9668
41039	0.9668
41063	0.9667
39005	0.9666
26045	0.9664
19029	0.9663
29207	0.9663
23007	0.9662
38051	0.9661
1071	0.9660
13159	0.9659
37193	0.9659
1081	0.9658
6089	0.9658
13083	0.9658
21115	0.9658
47149	0.9658
29183	0.9656
47013	0.9656
47019	0.9656
5023	0.9655
6057	0.9655
47145	0.9655
48281	0.9655
48337	0.9655
48363	0.9655
48481	0.9655
21139	0.9654
36087	0.9654
36113	0.9654
47155	0.9653
28123	0.9652
47187	0.9652
41015	0.9651
12089	0.9650
51165	0.9650
29011	0.9649
47151	0.9649
19163	0.9648
22099	0.9648
21213	0.9647
46113	0.9647
21053	0.9646
21087	0.9646
40115	0.9646
30099	0.9645
21157	0.9644
26017	0.9643
35043	0.9643
36109	0.9643
39079	0.9642
48349	0.9642
51075	0.9642
21203	0.9641
28037	0.9641
39089	0.9641
47043	0.9641
48167	0.9641
48463	0.9641
51199	0.9641
31029	0.9640
31163	0.9640
19045	0.9638
20091	0.9638
28117	0.9637
48315	0.9637
12095	0.9636
1021	0.9634
13219	0.9634
42035	0.9634
48157	0.9634
21037	0.9633
28059	0.9633
51171	0.9633
21097	0.9632
33017	0.9632
48381	0.9632
42017	0.9631
17109	0.9630
18173	0.9630
22057	0.9630
42031	0.9630
29047	0.9629
51119	0.9629
51810	0.9629
5085	0.9628
13013	0.9627
17011	0.9627
37055	0.9627
40043	0.9627
17059	0.9626
22053	0.9626
42077	0.9626
47027	0.9626
17193	0.9625
21125	0.9625
29229	0.9625
13031	0.9624
26125	0.9624
48215	0.9624
12105	0.9623
33005	0.9623
40133	0.9623
21137	0.9622
40127	0.9622
20065	0.9621
29087	0.9621
51053	0.9621
31005	0.9619
40045	0.9619
29043	0.9618
47051	0.9617
22087	0.9616
48267	0.9616
39017	0.9615
47025	0.9615
48259	0.9615
26025	0.9614
29123	0.9614
18143	0.9613
35001	0.9612
1129	0.9611
37153	0.9611
51093	0.9611
37009	0.9610
48053	0.9610
8095	0.9609
17065	0.9609
48143	0.9609
48203	0.9609
5089	0.9608
17045	0.9608
37101	0.9608
42071	0.9608
31185	0.9606
34041	0.9605
47039	0.9605
48449	0.9605
28159	0.9604
48469	0.9604
25017	0.9603
39133	0.9603
42013	0.9603
47109	0.9603
51133	0.9603
24025	0.9602
5075	0.9601
21227	0.9601
35013	0.9601
42081	0.9601
47077	0.9601
13119	0.9600
18009	0.9600
51085	0.9600
21167	0.9599
23001	0.9599
47115	0.9599
5011	0.9598
23029	0.9598
37031	0.9598
48087	0.9597
54047	0.9597
42039	0.9596
45027	0.9596
47117	0.9596
1075	0.9595
34033	0.9595
48213	0.9595
50027	0.9595
54025	0.9595
12071	0.9594
21005	0.9594
22089	0.9594
8089	0.9593
19033	0.9593
21013	0.9592
23015	0.9592
27117	0.9592
37169	0.9592
39099	0.9592
40109	0.9592
45013	0.9592
29217	0.9591
47185	0.9590
31095	0.9589
37131	0.9589
21069	0.9588
42129	0.9588
47101	0.9588
48403	0.9588
54103	0.9588
17047	0.9587
21237	0.9587
47103	0.9587
21067	0.9586
35039	0.9586
36023	0.9586
48009	0.9586
47017	0.9585
48285	0.9584
50025	0.9584
12057	0.9583
37123	0.9583
8061	0.9582
37139	0.9582
53003	0.9582
22001	0.9581
53031	0.9581
13227	0.9580
18003	0.9580
24027	0.9580
28111	0.9580
34035	0.9579
17121	0.9578
22045	0.9578
34021	0.9578
47063	0.9578
6041	0.9577
26021	0.9577
48191	0.9577
37057	0.9576
54099	0.9576
24011	0.9575
48011	0.9575
51101	0.9575
39083	0.9574
47005	0.9574
6013	0.9573
22019	0.9573
48275	0.9573
50007	0.9573
12009	0.9572
21083	0.9572
28115	0.9572
1089	0.9571
13233	0.9571
13289	0.9571
41053	0.9571
12075	0.9570
48181	0.9570
21217	0.9569
28145	0.9569
6067	0.9568
26077	0.9568
51137	0.9567
53067	0.9567
47111	0.9566
36069	0.9564
48439	0.9564
5073	0.9563
35055	0.9563
51173	0.9563
37035	0.9562
39043	0.9562
5131	0.9561
21017	0.9561
26055	0.9561
48477	0.9560
51550	0.9560
34039	0.9559
21133	0.9558
28047	0.9557
4025	0.9556
20071	0.9556
13005	0.9555
29097	0.9554
51005	0.9553
51197	0.9553
5063	0.9552
13133	0.9552
47179	0.9552
54001	0.9552
41029	0.9551
48417	0.9551
51167	0.9550
13043	0.9549
12055	0.9548
37061	0.9548
45071	0.9547
48005	0.9547
17139	0.9546
21059	0.9546
21195	0.9546
27123	0.9546
47183	0.9546
5125	0.9545
18057	0.9545
39033	0.9545
28019	0.9543
37059	0.9543
48467	0.9543
13297	0.9542
42087	0.9542
1061	0.9541
6061	0.9541
13073	0.9541
40093	0.9541
5113	0.9540
21173	0.9540
40095	0.9540
39049	0.9539
13241	0.9538
27109	0.9538
40143	0.9538
47165	0.9538
21049	0.9537
13231	0.9536
48309	0.9536
40147	0.9535
5021	0.9534
28155	0.9534
40019	0.9533
17129	0.9532
28141	0.9531
36063	0.9531
5045	0.9530
6097	0.9530
20193	0.9530
21199	0.9530
22095	0.9530
28031	0.9530
34031	0.9530
39085	0.9529
47031	0.9529
48427	0.9529
28045	0.9527
36093	0.9527
37105	0.9527
47035	0.9527
54011	0.9527
51193	0.9526
21071	0.9525
22083	0.9525
40013	0.9525
53013	0.9525
12111	0.9523
13135	0.9523
37025	0.9523
17201	0.9522
21057	0.9522
1127	0.9521
21121	0.9521
39155	0.9521
19175	0.9520
23031	0.9520
36059	0.9519
29037	0.9518
53023	0.9518
12127	0.9517
55063	0.9517
40021	0.9516
1111	0.9514
21107	0.9514
41033	0.9513
48061	0.9513
34009	0.9512
21211	0.9511
39087	0.9511
21161	0.9509
48433	0.9509
5003	0.9507
13223	0.9507
18019	0.9507
44007	0.9507
48221	0.9507
22119	0.9506
37039	0.9506
13265	0.9505
20135	0.9504
47001	0.9504
48171	0.9504
29115	0.9503
48127	0.9503
35027	0.9502
12015	0.9501
20163	0.9501
12109	0.9500
23011	0.9500
26065	0.9500
28003	0.9500
1027	0.9498
19057	0.9498
48101	0.9498
40101	0.9497
51117	0.9497
5139	0.9496
5145	0.9496
13045	0.9495
20033	0.9495
21089	0.9495
37191	0.9495
5043	0.9494
1079	0.9493
9001	0.9493
18141	0.9493
26099	0.9493
50003	0.9493
21045	0.9492
36123	0.9492
5093	0.9491
12011	0.9491
37171	0.9491
47107	0.9491
13311	0.9490
25011	0.9490
13077	0.9489
1057	0.9488
51079	0.9488
29091	0.9487
17119	0.9486
35037	0.9483
9007	0.9482
51001	0.9482
54029	0.9482
17083	0.9480
40123	0.9479
47163	0.9479
22061	0.9477
28139	0.9477
19009	0.9476
47011	0.9476
34025	0.9475
45063	0.9474
37183	0.9471
29127	0.9470
34015	0.9470
47071	0.9470
22007	0.9469
47093	0.9468
48441	0.9468
13027	0.9467
23023	0.9467
29079	0.9466
39081	0.9466
17177	0.9465
22103	0.9465
22041	0.9464
31157	0.9464
42091	0.9463
48183	0.9463
12101	0.9462
13237	0.9462
45035	0.9462
17071	0.9461
21113	0.9460
45025	0.9460
45021	0.9459
45057	0.9459
37043	0.9458
26073	0.9457
39119	0.9457
39151	0.9456
51009	0.9455
13215	0.9454
13191	0.9453
19157	0.9453
12086	0.9452
29077	0.9452
42069	0.9452
25023	0.9451
51031	0.9451
26145	0.9450
47009	0.9450
48063	0.9450
5037	0.9449
36085	0.9449
9003	0.9448
42007	0.9448
20005	0.9447
28091	0.9447
17029	0.9446
13143	0.9445
21035	0.9445
22055	0.9445
41069	0.9445
48387	0.9445
13181	0.9443
17003	0.9443
47055	0.9443
20111	0.9441
37103	0.9441
17031	0.9440
34003	0.9440
48023	0.9440
18067	0.9439
29023	0.9439
45083	0.9437
51800	0.9437
18043	0.9436
13111	0.9435
28067	0.9435
18169	0.9434
21033	0.9434
1041	0.9433
28071	0.9433
47079	0.9433
5031	0.9432
36081	0.9430
21151	0.9429
29201	0.9428
5005	0.9426
19137	0.9426
29033	0.9425
37113	0.9425
17113	0.9424
13047	0.9423
17143	0.9423
51011	0.9423
54107	0.9423
40057	0.9422
30035	0.9420
13087	0.9418
13245	0.9418
47029	0.9418
39153	0.9416
1001	0.9414
1003	0.9414
12017	0.9414
45045	0.9414
22105	0.9411
23009	0.9411
39023	0.9411
29019	0.9410
28077	0.9408
42043	0.9408
13067	0.9407
18163	0.9407
6113	0.9406
12031	0.9406
51036	0.9406
12099	0.9405
1123	0.9403
29035	0.9403
36119	0.9402
42093	0.9402
24047	0.9401
31007	0.9401
36077	0.9400
13109	0.9399
19133	0.9399
13113	0.9398
23005	0.9397
48299	0.9396
51113	0.9396
30051	0.9394
40137	0.9394
5057	0.9393
28075	0.9393
12069	0.9390
13277	0.9390
5147	0.9387
13291	0.9387
13115	0.9386
51115	0.9386
44003	0.9385
44009	0.9385
29031	0.9384
42073	0.9384
55079	0.9382
10003	0.9381
21009	0.9381
46121	0.9381
45001	0.9380
1055	0.9379
17153	0.9379
36029	0.9379
18089	0.9376
20177	0.9376
34001	0.9376
42003	0.9376
1039	0.9375
51540	0.9375
36001	0.9374
22079	0.9372
29510	0.9372
51049	0.9372
25005	0.9371
28147	0.9371
18177	0.9370
54069	0.9370
27161	0.9369
35049	0.9369
28061	0.9368
39095	0.9368
13169	0.9367
28127	0.9367
5111	0.9366
10005	0.9366
47131	0.9366
12117	0.9365
13163	0.9365
13121	0.9364
13153	0.9364
24031	0.9363
29095	0.9362
37145	0.9361
25003	0.9360
21073	0.9359
13065	0.9357
37125	0.9357
53055	0.9357
45019	0.9356
21111	0.9355
48067	0.9354
51095	0.9354
51125	0.9354
39061	0.9353
44001	0.9352
1117	0.9351
1051	0.9348
12081	0.9346
21101	0.9346
29213	0.9345
47119	0.9345
13131	0.9344
34029	0.9344
22051	0.9343
37087	0.9343
25013	0.9342
41041	0.9342
1067	0.9340
5027	0.9340
54053	0.9339
28129	0.9337
22113	0.9336
45059	0.9336
25025	0.9334
5061	0.9332
47065	0.9332
45003	0.9331
37071	0.9330
37161	0.9330
37157	0.9329
13185	0.9328
34007	0.9328
28005	0.9326
13287	0.9325
22031	0.9325
5001	0.9324
13257	0.9321
45091	0.9321
29227	0.9319
6039	0.9318
51510	0.9318
48423	0.9317
29075	0.9315
26049	0.9314
36067	0.9314
47045	0.9314
45079	0.9313
38041	0.9312
51700	0.9312
9009	0.9309
18097	0.9308
4023	0.9307
36055	0.9307
25009	0.9306
12001	0.9305
12053	0.9305
24017	0.9303
35031	0.9301
37083	0.9301
18035	0.9299
22097	0.9298
51161	0.9298
54039	0.9298
22093	0.9296
45055	0.9296
51580	0.9296
17163	0.9295
37155	0.9294
37175	0.9294
21205	0.9293
47037	0.9293
22069	0.9292
51041	0.9291
5081	0.9290
26163	0.9290
10001	0.9288
13225	0.9287
45023	0.9286
48265	0.9286
25021	0.9284
1125	0.9282
42037	0.9282
42045	0.9282
34013	0.9280
47053	0.9280
48277	0.9280
28121	0.9276
12035	0.9274
39113	0.9273
1121	0.9272
45085	0.9272
48347	0.9272
31091	0.9266
51089	0.9266
51660	0.9265
45007	0.9263
24029	0.9262
29143	0.9262
5051	0.9260
37045	0.9260
17127	0.9259
1109	0.9258
28033	0.9258
45051	0.9258
28097	0.9257
37119	0.9254
24033	0.9253
28013	0.9253
40125	0.9253
48455	0.9250
13051	0.9249
13319	0.9248
28153	0.9248
13211	0.9247
13255	0.9244
37089	0.9243
28137	0.9241
29001	0.9240
12103	0.9235
13253	0.9234
17167	0.9234
48343	0.9233
18077	0.9232
39159	0.9231
12061	0.9230
45017	0.9230
13075	0.9229
45029	0.9227
21145	0.9224
28029	0.9224
40023	0.9224
51650	0.9224
54055	0.9224
1077	0.9223
21239	0.9222
28073	0.9220
22077	0.9216
1015	0.9215
47023	0.9212
13321	0.9210
51083	0.9210
37021	0.9209
51740	0.9209
37173	0.9207
12083	0.9201
29069	0.9201
22091	0.9197
51820	0.9197
1113	0.9196
22081	0.9195
28161	0.9195
51131	0.9190
28107	0.9189
22067	0.9188
17115	0.9187
37149	0.9187
45009	0.9187
37127	0.9184
37143	0.9184
45011	0.9184
13199	0.9183
22013	0.9182
28101	0.9179
18053	0.9177
51003	0.9177
45039	0.9170
48447	0.9170
13201	0.9169
22073	0.9168
37037	0.9167
21095	0.9166
1069	0.9163
1033	0.9159
1017	0.9157
13171	0.9157
25001	0.9154
13285	0.9153
28125	0.9153
37107	0.9153
28089	0.9146
28085	0.9144
13317	0.9141
13137	0.9140
13249	0.9137
28081	0.9137
13023	0.9133
37019	0.9131
37063	0.9129
37135	0.9129
28099	0.9128
1035	0.9127
13239	0.9126
5119	0.9124
51770	0.9124
39035	0.9115
15005	0.9111
22033	0.9110
51775	0.9098
28087	0.9096
13269	0.9095
12115	0.9094
28149	0.9093
13151	0.9086
1099	0.9084
28095	0.9084
37129	0.9077
13033	0.9074
13281	0.9073
13273	0.9072
37041	0.9071
28051	0.9070
13105	0.9068
47033	0.9067
13263	0.9062
1097	0.9056
28043	0.9053
5035	0.9052
37001	0.9051
37013	0.9048
5019	0.9041
29189	0.9041
45089	0.9041
12039	0.9037
37017	0.9037
24019	0.9033
1131	0.9030
51087	0.9029
47157	0.9028
51760	0.9026
1065	0.9025
11001	0.9021
13097	0.9021
13081	0.9019
37195	0.9016
13293	0.9013
13059	0.9009
48145	0.9006
36061	0.9000
47113	0.9000
48155	0.8997
36047	0.8994
24005	0.8992
45087	0.8992
45033	0.8989
45043	0.8988
13279	0.8987
24041	0.8986
24045	0.8985
37081	0.8984
42101	0.8982
13175	0.8979
37067	0.8976
13301	0.8974
28021	0.8974
12073	0.8968
13275	0.8965
28113	0.8964
28007	0.8963
1073	0.8960
5103	0.8959
22017	0.8958
51103	0.8958
28065	0.8957
22071	0.8954
13017	0.8947
37187	0.8946
1025	0.8945
51520	0.8944
36005	0.8943
1063	0.8942
13089	0.8942
28103	0.8937
5041	0.8929
1023	0.8928
21105	0.8928
28035	0.8925
28053	0.8925
13217	0.8910
51750	0.8899
45031	0.8890
18121	0.8888
13247	0.8882
29155	0.8874
1085	0.8863
37117	0.8863
1101	0.8859
13127	0.8859
28023	0.8851
51680	0.8842
5107	0.8839
37147	0.8835
13189	0.8820
51057	0.8820
24510	0.8819
1091	0.8818
28143	0.8813
13261	0.8809
51720	0.8805
5095	0.8802
28025	0.8799
47075	0.8798
13021	0.8793
13061	0.8781
51530	0.8766
13063	0.8764
28049	0.8762
45041	0.8761
51640	0.8761
37181	0.8748
51670	0.8748
45075	0.8747
25015	0.8743
13099	0.8742
45047	0.8731
28011	0.8713
28083	0.8706
51690	0.8704
1105	0.8703
28119	0.8664
1013	0.8657
28027	0.8639
13243	0.8636
51630	0.8600
1047	0.8581
37065	0.8572
28151	0.8558
51595	0.8550
51830	0.8523
51790	0.8511
13095	0.8503
51590	0.8494
51570	0.8489
29007	0.8480
45067	0.8458
51065	0.8458
51730	0.8440
56027	0.8435
1119	0.8429
51620	0.8366
1087	0.8343
54089	0.8341
29117	0.7739
13235	0.7541
